n,r,m
(:Entity {name: මූල්‍ය ප්‍රකාශන}),[:ඇතුළත්_වීම],(:Entity {name: ආදායම් ප්‍රකාශය})
(:Entity {name: මූල්‍ය ප්‍රකාශන}),[:ඇතුළත්_වීම],(:Entity {name: මූල්‍ය තත්ත්ව ප්‍රකාශය})
(:Entity {name: මූල්‍ය ප්‍රකාශන}),[:සකස්_කිරීම],(:Entity {name: සෑම මූල්‍ය වර්ෂයක් අවසානයේ})
(:Entity {name: විගණකවරයා}),[:කාර්යභාරය],(:Entity {name: සමාගමේ මූල්‍ය ප්‍රකාශන විගණනය කිරීම})
(:Entity {name: විගණකවරයා}),[:කාර්යභාරය],(:Entity {name: ඒවා නිවැරදි සහ සත්‍ය දර්ශනයක් ලබා දෙන බව සහතික කිරීම})
(:Entity {name: විගණකවරයා}),[:වගකීම],(:Entity {name: සාමාජිකයන්ට සත්‍ය සහ සාධාරණ මතයක් ලබා දීම})
(:Entity {name: විගණකවරයා}),[:අයිතිවාසිකම],(:Entity {name: ඉවත් කිරීමට විරුද්ධව ප්‍රකාශ කිරීමට අවස්ථාවක්})
(:Entity {name: විගණකවරයා}),[:අයිතිවාසිකම],(:Entity {name: සමාගමේ සියලු ගිණුම් පොත් පරීක්ෂා කිරීමට})
(:Entity {name: විගණකවරයා}),[:අයිතිවාසිකම],(:Entity {name: අධ්‍යක්ෂකවරුන් සහ නිලධාරීන්ගෙන් තොරතුරු ලබා ගැනීමට})
(:Entity {name: විගණකවරයා}),[:සුදුසුකම],(:Entity {name: ශ්‍රී ලංකා ප්‍රතීපිත ගණකාධිකාරීවරුන්ගේ ආයතනයේ සාමාජිකයෙකු})
(:Entity {name: විගණකවරයා}),[:ඉදිරිපත්_කිරීම],(:Entity {name: සමාගමේ සාමාජිකයන්ට විගණන වාර්තාවක්})
(:Entity {name: විගණකවරයා}),[:පත්_කිරීම],(:Entity {name: සෑම සමාගමක්ම})
(:Entity {name: විගණකවරයා}),[:පත්_කිරීම],(:Entity {name: වාර්ෂික සාමාන්‍ය රැස්වීමේදී})
(:Entity {name: විගණකවරයකු ඉවත් කිරීම}),[:ක්‍රමය],(:Entity {name: විශේෂ යෝජනාවක් මගින් සාමාන්‍ය රැස්වීමේදී})
(:Entity {name: විගණන කමිටුව}),[:කාර්යභාරය],(:Entity {name: මූල්‍ය වාර්තා කිරීමේ ක්‍රියාවලිය අධීක්ෂණය කිරීම})
(:Entity {name: විගණන කමිටුව}),[:කාර්යභාරය],(:Entity {name: අභ්‍යන්තර පාලන පද්ධතිය සමාලෝචනය කිරීම})
(:Entity {name: විගණන කමිටුව}),[:කාර්යභාරය],(:Entity {name: විගණකවරුන්ගේ ස්වාධීනත්වය සහතික කිරීම})
(:Entity {name: විගණන කමිටුව}),[:අවම_සාමාජික_සංඛ්‍යාව],(:Entity {name: ස්වාධීන අධ්‍යක්ෂකවරුන් තිදෙනෙක්})
(:Entity {name: විගණන කමිටුව}),[:අනිවාර්ය_වීම],"(:Entity {name: ලැයිස්තුගත සමාගම්, බැංකු සහ මූල්‍ය ආයතන})"
(:Entity {name: අභ්‍යන්තර පාලන පද්ධතිය}),[:කාර්යය],(:Entity {name: සමාගමේ වත්කම් ආරක්ෂා කිරීම})
(:Entity {name: අභ්‍යන්තර පාලන පද්ධතිය}),[:කාර්යය],(:Entity {name: මූල්‍ය වාර්තා වල නිරවද්‍යතාවය සහතික කිරීම})
(:Entity {name: අභ්‍යන්තර විගණකවරයා}),[:කාර්යභාරය],(:Entity {name: සමාගමේ අභ්‍යන්තර පාලන පද්ධතිය ඇගයීමට ලක් කිරීම})
(:Entity {name: අභ්‍යන්තර විගණකවරයා}),[:වාර්තා_කරයි],(:Entity {name: අධ්‍යක්ෂක මණ්ඩලයට සහ විගණන කමිටුවට})
(:Entity {name: අභ්‍යන්තර විගණකවරයා}),[:ලබා_දීම],(:Entity {name: වැඩිදියුණු කිරීම් සඳහා නිර්දේශ})
(:Entity {name: ලාභාංශ}),[:හැකියාව],(:Entity {name: සමාගමට ප්‍රමාණවත් ලාභ ඇති විට})
(:Entity {name: ලාභාංශ}),[:ගෙවීම],(:Entity {name: ලාභයෙන් පමණි})
(:Entity {name: ලාභාංශ වර්ග}),[:ඇතුළත්_වීම],(:Entity {name: මුදල් ලාභාංශ})
(:Entity {name: ලාභාංශ වර්ග}),[:ඇතුළත්_වීම],(:Entity {name: කොටස් ලාභාංශ හෝ බෝනස් කොටස්})
(:Entity {name: ලාභාංශ වර්ග}),[:ඇතුළත්_වීම],(:Entity {name: අතරමැදි ලාභාංශ})
(:Entity {name: ප්‍රාග්ධනයෙන් ලාභාංශ ගෙවීම}),[:තත්ත්වය],(:Entity {name: තහනම්})
(:Entity {name: ලාභාංශ ගෙවීම}),[:ක්‍රමය],(:Entity {name: චෙක්පත් හෝ බැංකු මාරු කිරීම් මගින්})
(:Entity {name: ලාභාංශ ගෙවීම}),[:කාලය],(:Entity {name: ලාභාංශ ප්‍රකාශ කිරීමෙන් පසු නියමිත දිනයක් තුළ})
(:Entity {name: බෝනස් කොටස්}),[:බලපෑම],(:Entity {name: සමාගමේ ප්‍රාග්ධනය වැඩි කරයි})
(:Entity {name: බෝනස් කොටස්}),[:අර්ථ_දැක්වීම],(:Entity {name: සමාගම විසින් සිය සංචිත හෝ ලාභ වලින් පවතින කොටස් හිමියන්ට නොමිලේ නිකුත් කරන කොටස්})
(:Entity {name: අයිති නිකුත් කිරීම}),[:ලක්ෂණය],(:Entity {name: වෙළඳපල මිලට වඩා අඩු මිලකට පිරිනමනු ලැබේ})
(:Entity {name: අයිති නිකුත් කිරීම}),[:අර්ථ_දැක්වීම],(:Entity {name: පවතින කොටස් හිමියන්ට නව කොටස් මිලදී ගැනීමේ ප්‍රමුඛතා අයිතිය ලබා දීම})
(:Entity {name: කොටස් බෙදීම}),[:බලපෑම],(:Entity {name: කොටස් මිල අඩු කර වෙළඳාම වැඩි දියුණු කරයි})
(:Entity {name: කොටස් බෙදීම}),[:අර්ථ_දැක්වීම],(:Entity {name: පවතින කොටස් වැඩි කොටස් සංඛ්‍යාවකට බෙදීම})
(:Entity {name: සමාගම් ප්‍රතිසංවිධානය}),[:අර්ථ_දැක්වීම],"(:Entity {name: සමාගමේ ව්‍යුහය, ප්‍රාග්ධනය හෝ කටයුතු වෙනස් කිරීමේ ක්‍රියාවලිය})"
(:Entity {name: සමාගම් ප්‍රතිසංවිධානය}),[:ඇතුළත්_වීම],(:Entity {name: කොටස් ප්‍රාග්ධනය ප්‍රතිසංවිධානය කිරීම})
(:Entity {name: සමාගම් ඒකාබද්ධ කිරීම}),[:අවශ්‍යතාව],(:Entity {name: උසාවියේ අනුමැතිය})
(:Entity {name: සමාගම් ඒකාබද්ධ කිරීම}),[:අවශ්‍යතාව],(:Entity {name: සම්බන්ධ සමාගම්වල සාමාජිකයන්ගේ විශේෂ යෝජනා මගින් අනුමැතිය})
(:Entity {name: සමාගම් ඒකාබද්ධ කිරීම}),[:ලියාපදිංචි_කිරීම],(:Entity {name: ලේකම් රජිස්ට්‍රාර් ජනරාල් වෙත})
(:Entity {name: ණයහිමියන් සමඟ සම්මුතිය}),[:අවශ්‍යතාව],(:Entity {name: උසාවියේ අනුමැතිය})
(:Entity {name: සම්මුතිය}),[:අවශ්‍ය_බහුතරය],(:Entity {name: අවම වශයෙන් 75% ණයහිමියන්ගේ අනුමැතිය})
(:Entity {name: උසාවිය විසින් අනුමත කළ සම්මුතිය}),[:බලපෑම],(:Entity {name: සියලු පාර්ශ්වයන්ට බැඳීමකි})
(:Entity {name: සමාගම් කණ්ඩායම}),[:ඇතුළත්_වීම],(:Entity {name: මව් සමාගමක් සහ එහි අනුබද්ධිත සමාගම්})
(:Entity {name: මව් සමාගම}),[:පාලනය],(:Entity {name: අනුබද්ධිත සමාගම්වල කොටස් හිමි කර ගැනීම හෝ කළමනාකරණ පාලනය කිරීම මගින්})
(:Entity {name: මව් සමාගම}),[:පාලනය],(:Entity {name: අනුබද්ධිත සමාගමේ ඡන්ද බලයෙන් 50% කට වඩා වැඩි ප්‍රමාණයක් හිමි කර ගෙන})
(:Entity {name: අනුබද්ධිත සමාගම}),[:අර්ථ_දැක්වීම],(:Entity {name: වෙනත් සමාගමක් විසින් පාලනය කරන ලද සමාගමක්})
